id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,-5.67331e-10,0,0,0,0,0,1.53477e-11,0,0,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,-8.94697e-10,0,0,0,0,0,-2.09965e-11,0,0,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,-2.39997e-09,0,0,0,0,0,-2.26095e-11,0,0,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,-7.43811e-10,0,0,0,0,0,-1.56319e-11,0,0,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,2.75373e-09,0,0,0,0,0,3.8078e-11,0,0,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,5.66599e-09,0,0,0,0,0,4.00675e-11,0,0,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,1.46948e-09,0,0,0,0,0,1.49711e-11,0,0,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,4.45969e-10,0,0,0,0,0,-3.84617e-11,0,0,0,0,False,69.0|162,84
8|84|sample|10|162,0,1.31279e-09,0,0,0,0,0,3.42304e-11,0,0,0,0,True,32.0|162,84
8|84|sample|11|162,0,-2.80414e-09,0,0,0,0,0,-2.23856e-11,0,0,0,0,True,22.0|162,84
8|84|sample|12|162,0,1.7341e-09,0,0,0,0,0,-2.50608e-11,0,0,0,0,True,22.0|162,84
8|84|sample|3|162,0,-2.18199e-09,0,0,0,0,0,4.56239e-11,0,0,0,0,True,55.0|162,84
8|84|sample|4|162,0,2.10937e-09,0,0,0,0,0,3.83054e-11,0,0,0,0,True,55.0|162,84
8|84|sample|5|162,0,-2.45394e-09,0,0,0,0,0,1.79199e-11,0,0,0,0,True,55.0|162,84
8|84|sample|6|162,0,7.89847e-10,0,0,0,0,0,-1.11484e-11,0,0,0,0,True,55.0|162,84
8|84|sample|7|162,0,4.89081e-09,0,0,0,0,0,-3.59641e-11,0,0,0,0,True,32.0|162,84
8|84|sample|8|162,0,-2.2002e-09,0,0,0,0,0,-2.2542e-11,0,0,0,0,True,32.0|162,84
8|84|sample|9|162,0,4.04507e-10,0,0,0,0,0,-1.00009e-11,0,0,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,-2.41545e-09,0,0,0,0,0,1.04166e-11,0,0,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,-2.31283e-09,0,0,0,0,0,1.60192e-11,0,0,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,3.63738e-09,0,0,0,0,0,-4.83489e-11,0,0,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,-1.18004e-10,0,0,0,0,0,-2.03713e-11,0,0,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,4.39738e-09,0,0,0,0,0,-1.59339e-11,0,0,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,-7.68713e-10,0,0,0,0,0,7.97584e-12,0,0,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,-7.19321e-10,0,0,0,0,0,-3.9627e-11,0,0,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,-1.50517e-10,0,0,0,0,0,4.41105e-11,0,0,0,0,False,69.0|162,84
