id,eta_U_SAEM,eta_L_SAEM,eta_m_SAEM,eta_e_SAEM,eta_alpha_SAEM,eta_k_SAEM,eta_U_mode,eta_L_mode,eta_m_mode,eta_e_mode,eta_alpha_mode,eta_k_mode,goes_down,mab_virus,run_id
8|84|cc|1|1|162,0,0,0,-2.84433e-09,0,0,0,0,0,9.75353e-12,0,0,False,69.0|162,84
8|84|cc|2|1|162,0,0,0,-4.85523e-10,0,0,0,0,0,-3.27036e-11,0,0,False,69.0|162,84
8|84|cc|3|1|162,0,0,0,3.9291e-11,0,0,0,0,0,6.83564e-11,0,0,False,69.0|162,84
8|84|cc|4|1|162,0,0,0,-2.48935e-09,0,0,0,0,0,1.16085e-11,0,0,False,69.0|162,84
8|84|cc|5|1|162,0,0,0,-7.30163e-10,0,0,0,0,0,5.15721e-12,0,0,False,69.0|162,84
8|84|cc|6|1|162,0,0,0,2.56031e-09,0,0,0,0,0,-2.37703e-11,0,0,False,69.0|162,84
8|84|cc|7|1|162,0,0,0,9.76289e-10,0,0,0,0,0,1.65969e-11,0,0,False,69.0|162,84
8|84|cc|8|1|162,0,0,0,4.5599e-09,0,0,0,0,0,6.89253e-11,0,0,False,69.0|162,84
8|84|sample|10|162,0,0,0,3.08087e-10,0,0,0,0,0,-1.65143e-11,0,0,True,32.0|162,84
8|84|sample|11|162,0,0,0,9.83726e-10,0,0,0,0,0,-1.08989e-11,0,0,True,22.0|162,84
8|84|sample|12|162,0,0,0,-3.20715e-09,0,0,0,0,0,-1.5706e-11,0,0,True,22.0|162,84
8|84|sample|3|162,0,0,0,3.8397e-10,0,0,0,0,0,-9.27147e-12,0,0,True,55.0|162,84
8|84|sample|4|162,0,0,0,-2.74304e-09,0,0,0,0,0,-2.45579e-11,0,0,True,55.0|162,84
8|84|sample|5|162,0,0,0,-3.26089e-09,0,0,0,0,0,-2.37941e-11,0,0,True,55.0|162,84
8|84|sample|6|162,0,0,0,8.9475e-10,0,0,0,0,0,-1.71105e-11,0,0,True,55.0|162,84
8|84|sample|7|162,0,0,0,2.66579e-09,0,0,0,0,0,-4.04949e-11,0,0,True,32.0|162,84
8|84|sample|8|162,0,0,0,8.76771e-11,0,0,0,0,0,-4.63887e-11,0,0,True,32.0|162,84
8|84|sample|9|162,0,0,0,1.22568e-09,0,0,0,0,0,4.36733e-11,0,0,True,32.0|162,84
8|84|vc|1|2|162,0,0,0,3.44789e-09,0,0,0,0,0,1.62999e-11,0,0,False,69.0|162,84
8|84|vc|2|2|162,0,0,0,4.1145e-10,0,0,0,0,0,1.67617e-11,0,0,False,69.0|162,84
8|84|vc|3|2|162,0,0,0,4.6651e-09,0,0,0,0,0,3.28773e-11,0,0,False,69.0|162,84
8|84|vc|4|2|162,0,0,0,3.43001e-09,0,0,0,0,0,6.90443e-11,0,0,False,69.0|162,84
8|84|vc|5|2|162,0,0,0,-9.02052e-10,0,0,0,0,0,-2.5481e-11,0,0,False,69.0|162,84
8|84|vc|6|2|162,0,0,0,3.01766e-09,0,0,0,0,0,9.82237e-12,0,0,False,69.0|162,84
8|84|vc|7|2|162,0,0,0,2.08458e-09,0,0,0,0,0,-5.12568e-12,0,0,False,69.0|162,84
8|84|vc|8|2|162,0,0,0,3.94795e-09,0,0,0,0,0,2.19833e-11,0,0,False,69.0|162,84
8|719|cc|1|1|274,0,0,0,-3.11138e-09,0,0,0,0,0,1.94267e-11,0,0,False,69.0|274,719
8|719|cc|2|1|274,0,0,0,-2.62633e-09,0,0,0,0,0,-1.3229e-11,0,0,False,69.0|274,719
8|719|cc|3|1|274,0,0,0,7.43583e-10,0,0,0,0,0,-8.3662e-12,0,0,False,69.0|274,719
8|719|cc|4|1|274,0,0,0,-3.33389e-10,0,0,0,0,0,1.47762e-11,0,0,False,69.0|274,719
8|719|cc|5|1|274,0,0,0,-1.87199e-10,0,0,0,0,0,3.15388e-11,0,0,False,69.0|274,719
8|719|cc|6|1|274,0,0,0,8.10236e-10,0,0,0,0,0,5.82854e-11,0,0,False,69.0|274,719
8|719|cc|7|1|274,0,0,0,-2.14989e-09,0,0,0,0,0,1.02234e-11,0,0,False,69.0|274,719
8|719|cc|8|1|274,0,0,0,6.61715e-10,0,0,0,0,0,-2.55214e-11,0,0,False,69.0|274,719
8|719|sample|10|274,0,0,0,-2.07589e-09,0,0,0,0,0,1.36464e-11,0,0,True,32.0|274,719
8|719|sample|11|274,0,0,0,-4.84941e-09,0,0,0,0,0,-5.58487e-12,0,0,True,22.0|274,719
8|719|sample|12|274,0,0,0,-1.29928e-09,0,0,0,0,0,-9.86899e-12,0,0,True,22.0|274,719
